vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_location_id,pickup_zone_name,pickup_borough,dropoff_location_id,dropoff_zone_name,dropoff_borough,is_inter_borough,trip_distance,trip_duration_mins,avg_speed_mph,fare_amount,tip_amount,tip_percentage,total_cost,cost_per_mile,pickup_hour,pickup_day,pickup_month,pickup_year,day_type,time_of_day,payment_type,rate_code
2,2018-01-22T05:13:00.000+02:00,2018-01-22T05:23:00.000+02:00,3.0,75,East Harlem South,Manhattan,116,Hamilton Heights,Manhattan,false,2.8,10.0,16.8,11.0,0.0,0.0,12.3,3.928571428571429,5,2,1,2018,weekday,night,2,1
2,2018-07-03T17:34:00.000+02:00,2018-07-03T17:43:00.000+02:00,1.0,262,Yorkville East,Manhattan,141,Lenox Hill West,Manhattan,false,1.37,9.0,9.133333333333335,8.0,0.0,0.0,9.8,5.839416058394161,17,3,7,2018,weekday,evening_rush,2,1
1,2018-11-08T18:58:00.000+02:00,2018-11-08T19:09:00.000+02:00,1.0,142,Lincoln Square East,Manhattan,43,Central Park,Manhattan,false,0.5,11.0,2.7272727272727275,8.0,2.45,30.625000000000004,12.25,16.0,18,5,11,2018,weekday,evening_rush,1,1
1,2018-12-16T13:03:00.000+02:00,2018-12-16T13:15:00.000+02:00,2.0,170,Murray Hill,Manhattan,230,Times Sq/Theatre District,Manhattan,false,1.2,12.0,5.999999999999999,9.0,0.0,0.0,9.8,7.5,13,1,12,2018,weekend,midday,2,1
2,2018-06-14T21:46:00.000+02:00,2018-06-14T22:09:00.000+02:00,1.0,148,Lower East Side,Manhattan,163,Midtown North,Manhattan,false,3.64,23.0,9.495652173913044,16.5,2.0,12.121212121212121,19.8,4.532967032967033,21,5,6,2018,weekday,night,1,1
2,2018-03-03T12:05:00.000+02:00,2018-03-03T12:17:00.000+02:00,1.0,143,Lincoln Square West,Manhattan,263,Yorkville West,Manhattan,false,2.43,12.0,12.15,11.0,2.5,22.727272727272727,14.3,4.526748971193415,12,7,3,2018,weekend,midday,1,1
1,2018-07-25T20:49:00.000+02:00,2018-07-25T20:54:00.000+02:00,1.0,163,Midtown North,Manhattan,142,Lincoln Square East,Manhattan,false,0.8,5.0,9.600000000000001,5.0,1.13,22.599999999999998,7.43,6.25,20,4,7,2018,weekday,night,1,1
2,2018-05-07T16:45:00.000+02:00,2018-05-07T16:48:00.000+02:00,4.0,151,Manhattan Valley,Manhattan,166,Morningside Heights,Manhattan,false,0.86,3.0,17.2,5.0,1.36,27.200000000000003,8.16,5.813953488372093,16,2,5,2018,weekday,evening_rush,1,1
2,2018-01-22T20:55:00.000+02:00,2018-01-22T20:58:00.000+02:00,1.0,50,Clinton West,Manhattan,48,Clinton East,Manhattan,false,0.62,3.0,12.399999999999999,4.0,0.0,0.0,5.3,6.451612903225807,20,2,1,2018,weekday,night,2,1
1,2018-03-28T12:33:00.000+02:00,2018-03-28T12:51:00.000+02:00,1.0,249,West Village,Manhattan,48,Clinton East,Manhattan,false,2.1,18.0,7.000000000000001,12.5,2.65,21.2,15.950000000000001,5.9523809523809526,12,4,3,2018,weekday,midday,1,1
2,2018-11-01T18:51:00.000+02:00,2018-11-01T19:18:00.000+02:00,2.0,75,East Harlem South,Manhattan,243,Washington Heights North,Manhattan,false,6.83,27.0,15.177777777777777,24.0,3.0,12.5,28.8,3.513909224011713,18,5,11,2018,weekday,evening_rush,1,1
2,2018-12-09T11:36:00.000+02:00,2018-12-09T11:47:00.000+02:00,4.0,162,Midtown East,Manhattan,234,Union Sq,Manhattan,false,2.04,11.0,11.127272727272729,9.5,0.0,0.0,10.3,4.6568627450980395,11,1,12,2018,weekend,midday,2,1
1,2018-05-30T20:15:00.000+02:00,2018-05-30T20:23:00.000+02:00,2.0,234,Union Sq,Manhattan,170,Murray Hill,Manhattan,false,1.2,8.0,9.0,7.5,2.6,34.66666666666667,11.4,6.25,20,4,5,2018,weekday,night,1,1
1,2018-08-22T18:57:00.000+02:00,2018-08-22T19:14:00.000+02:00,1.0,186,Penn Station/Madison Sq West,Manhattan,125,Hudson Sq,Manhattan,false,3.2,17.0,11.294117647058824,14.0,2.37,16.92857142857143,18.17,4.375,18,4,8,2018,weekday,evening_rush,1,1
2,2018-06-14T09:19:00.000+02:00,2018-06-14T09:32:00.000+02:00,1.0,141,Lenox Hill West,Manhattan,233,UN/Turtle Bay South,Manhattan,false,2.65,13.0,12.23076923076923,11.5,2.0,17.391304347826086,14.3,4.339622641509434,9,5,6,2018,weekday,morning_rush,1,1
2,2018-05-04T00:18:00.000+02:00,2018-05-04T00:41:00.000+02:00,1.0,90,Flatiron,Manhattan,145,Long Island City/Hunters Point,Queens,true,4.29,23.0,11.191304347826087,17.5,3.76,21.485714285714288,22.56,4.0792540792540795,0,6,5,2018,weekday,night,1,1
2,2018-06-09T13:44:00.000+02:00,2018-06-09T13:47:00.000+02:00,3.0,48,Clinton East,Manhattan,142,Lincoln Square East,Manhattan,false,0.5,3.0,10.0,4.5,0.0,0.0,5.3,9.0,13,7,6,2018,weekend,midday,2,1
1,2018-06-04T20:50:00.000+02:00,2018-06-04T20:54:00.000+02:00,1.0,74,East Harlem North,Manhattan,41,Central Harlem,Manhattan,false,0.7,4.0,10.5,5.0,0.0,0.0,6.3,7.142857142857143,20,2,6,2018,weekday,night,2,1
1,2018-05-08T09:29:00.000+02:00,2018-05-08T09:32:00.000+02:00,1.0,264,,,264,,,false,0.3,3.0,5.999999999999999,4.0,0.96,24.0,5.76,13.333333333333334,9,3,5,2018,weekday,morning_rush,1,1
1,2018-10-15T21:31:00.000+02:00,2018-10-15T21:47:00.000+02:00,1.0,186,Penn Station/Madison Sq West,Manhattan,4,Alphabet City,Manhattan,false,2.5,16.0,9.375,12.0,3.3,27.499999999999996,16.6,4.8,21,2,10,2018,weekday,night,1,1
1,2018-08-05T21:34:00.000+02:00,2018-08-05T21:48:00.000+02:00,2.0,158,Meatpacking/West Village West,Manhattan,100,Garment District,Manhattan,false,2.0,14.0,8.571428571428571,11.0,0.0,0.0,12.3,5.5,21,1,8,2018,weekend,night,2,1
2,2018-03-02T10:37:00.000+02:00,2018-03-02T10:47:00.000+02:00,6.0,143,Lincoln Square West,Manhattan,238,Upper West Side North,Manhattan,false,1.4,10.0,8.4,8.5,1.86,21.88235294117647,11.16,6.071428571428572,10,6,3,2018,weekday,midday,1,1
1,2018-05-16T14:19:00.000+02:00,2018-05-16T15:22:00.000+02:00,2.0,141,Lenox Hill West,Manhattan,243,Washington Heights North,Manhattan,false,8.8,63.0,8.380952380952381,41.0,0.0,0.0,41.8,4.659090909090908,14,4,5,2018,weekday,midday,2,1
2,2018-04-11T11:34:00.000+02:00,2018-04-11T11:48:00.000+02:00,1.0,151,Manhattan Valley,Manhattan,142,Lincoln Square East,Manhattan,false,1.96,14.0,8.4,10.5,0.0,0.0,11.3,5.357142857142858,11,4,4,2018,weekday,midday,2,1
2,2018-07-31T15:08:00.000+02:00,2018-07-31T15:20:00.000+02:00,6.0,161,Midtown Center,Manhattan,237,Upper East Side South,Manhattan,false,1.67,12.0,8.35,9.5,2.06,21.684210526315788,12.360000000000001,5.688622754491019,15,3,7,2018,weekday,midday,1,1
2,2018-10-12T19:12:00.000+02:00,2018-10-12T19:22:00.000+02:00,6.0,166,Morningside Heights,Manhattan,116,Hamilton Heights,Manhattan,false,1.71,10.0,10.26,9.0,0.0,0.0,10.8,5.2631578947368425,19,6,10,2018,weekday,evening_rush,2,1
1,2018-02-15T10:51:00.000+02:00,2018-02-15T10:57:00.000+02:00,1.0,237,Upper East Side South,Manhattan,236,Upper East Side North,Manhattan,false,0.7,6.0,6.999999999999999,6.0,1.35,22.5,8.15,8.571428571428571,10,5,2,2018,weekday,midday,1,1
2,2018-08-04T23:35:00.000+02:00,2018-08-04T23:53:00.000+02:00,3.0,229,Sutton Place/Turtle Bay North,Manhattan,68,East Chelsea,Manhattan,false,3.03,18.0,10.1,14.5,3.16,21.793103448275865,18.96,4.785478547854786,23,7,8,2018,weekend,night,1,1
2,2018-07-26T02:12:00.000+02:00,2018-07-26T02:15:00.000+02:00,2.0,234,Union Sq,Manhattan,170,Murray Hill,Manhattan,false,0.68,3.0,13.6,4.5,1.16,25.77777777777778,6.96,6.617647058823529,2,5,7,2018,weekday,night,1,1
1,2018-03-28T23:23:00.000+02:00,2018-03-28T23:26:00.000+02:00,3.0,211,SoHo,Manhattan,144,Little Italy/NoLiTa,Manhattan,false,0.5,3.0,10.0,4.0,0.0,0.0,5.3,8.0,23,4,3,2018,weekday,night,2,1
2,2018-05-28T00:37:00.000+02:00,2018-05-28T00:59:00.000+02:00,1.0,133,Kensington,Brooklyn,39,Canarsie,Brooklyn,false,4.67,22.0,12.736363636363636,18.5,0.0,0.0,19.8,3.961456102783726,0,2,5,2018,weekday,night,2,1
2,2018-06-17T15:24:00.000+02:00,2018-06-17T15:33:00.000+02:00,4.0,113,Greenwich Village North,Manhattan,246,West Chelsea/Hudson Yards,Manhattan,false,1.83,9.0,12.200000000000001,9.0,1.96,21.777777777777775,11.760000000000002,4.918032786885246,15,1,6,2018,weekend,midday,1,1
2,2018-02-14T19:43:00.000+02:00,2018-02-14T19:58:00.000+02:00,2.0,164,Midtown South,Manhattan,232,Two Bridges/Seward Park,Manhattan,false,3.54,15.0,14.16,13.5,3.06,22.666666666666668,18.36,3.8135593220338984,19,4,2,2018,weekday,evening_rush,1,1
1,2018-03-13T18:49:00.000+02:00,2018-03-13T18:51:00.000+02:00,1.0,236,Upper East Side North,Manhattan,236,Upper East Side North,Manhattan,false,0.5,2.0,15.0,4.0,1.16,28.999999999999996,6.96,8.0,18,3,3,2018,weekday,evening_rush,1,1
2,2018-03-11T00:06:00.000+02:00,2018-03-11T00:19:00.000+02:00,1.0,41,Central Harlem,Manhattan,263,Yorkville West,Manhattan,false,2.77,13.0,12.784615384615384,12.0,0.0,0.0,13.3,4.332129963898917,0,1,3,2018,weekend,night,1,1
1,2018-06-01T17:52:00.000+02:00,2018-06-01T18:02:00.000+02:00,1.0,170,Murray Hill,Manhattan,229,Sutton Place/Turtle Bay North,Manhattan,false,0.9,10.0,5.4,7.5,1.85,24.666666666666668,11.15,8.333333333333334,17,6,6,2018,weekday,evening_rush,1,1
2,2018-03-31T06:05:00.000+02:00,2018-03-31T06:37:00.000+02:00,1.0,132,JFK Airport,Queens,141,Lenox Hill West,Manhattan,true,21.37,32.0,40.06875,52.0,12.0,23.076923076923077,70.56,2.4333177351427233,6,7,3,2018,weekend,morning_rush,1,2
2,2018-03-31T22:11:00.000+02:00,2018-03-31T22:17:00.000+02:00,1.0,13,Battery Park City,Manhattan,88,Financial District South,Manhattan,false,0.88,6.0,8.799999999999999,6.0,0.0,0.0,7.3,6.818181818181818,22,7,3,2018,weekend,night,2,1
2,2018-11-18T19:19:00.000+02:00,2018-11-18T19:24:00.000+02:00,1.0,229,Sutton Place/Turtle Bay North,Manhattan,137,Kips Bay,Manhattan,false,0.96,5.0,11.52,5.5,1.58,28.72727272727273,7.88,5.729166666666667,19,1,11,2018,weekend,evening_rush,1,1
2,2018-03-02T13:41:00.000+02:00,2018-03-02T13:51:00.000+02:00,1.0,142,Lincoln Square East,Manhattan,100,Garment District,Manhattan,false,1.06,10.0,6.36,8.0,1.0,12.5,9.8,7.547169811320754,13,6,3,2018,weekday,midday,1,1
1,2018-01-16T10:07:00.000+02:00,2018-01-16T10:11:00.000+02:00,1.0,229,Sutton Place/Turtle Bay North,Manhattan,229,Sutton Place/Turtle Bay North,Manhattan,false,0.4,4.0,6.0,4.5,0.0,0.0,5.3,11.25,10,3,1,2018,weekday,midday,2,1
1,2018-07-04T19:17:00.000+02:00,2018-07-04T19:30:00.000+02:00,3.0,233,UN/Turtle Bay South,Manhattan,137,Kips Bay,Manhattan,false,0.9,13.0,4.153846153846154,9.0,1.95,21.666666666666668,11.75,10.0,19,4,7,2018,weekday,evening_rush,1,1
2,2018-08-07T22:29:00.000+02:00,2018-08-07T22:38:00.000+02:00,1.0,43,Central Park,Manhattan,74,East Harlem North,Manhattan,false,2.67,9.0,17.8,10.0,0.0,0.0,11.3,3.7453183520599254,22,3,8,2018,weekday,night,2,1
2,2018-12-27T01:31:00.000+02:00,2018-12-27T01:52:00.000+02:00,1.0,231,TriBeCa/Civic Center,Manhattan,95,Forest Hills,Queens,true,11.7,21.0,33.42857142857143,33.0,0.0,0.0,34.3,2.8205128205128207,1,5,12,2018,weekday,night,2,1
2,2018-08-18T22:57:00.000+02:00,2018-08-18T23:16:00.000+02:00,1.0,230,Times Sq/Theatre District,Manhattan,162,Midtown East,Manhattan,false,1.31,19.0,4.136842105263158,12.5,2.76,22.08,16.56,9.541984732824426,22,7,8,2018,weekend,night,1,1
2,2018-10-31T18:16:00.000+02:00,2018-10-31T18:26:00.000+02:00,1.0,234,Union Sq,Manhattan,164,Midtown South,Manhattan,false,1.34,10.0,8.040000000000001,8.0,2.94,36.75,12.74,5.970149253731343,18,4,10,2018,weekday,evening_rush,1,1
2,2018-08-09T23:59:00.000+02:00,2018-08-10T00:10:00.000+02:00,2.0,114,Greenwich Village South,Manhattan,162,Midtown East,Manhattan,false,2.18,11.0,11.890909090909092,9.5,0.0,0.0,10.8,4.3577981651376145,23,5,8,2018,weekday,night,2,1
1,2018-04-30T21:51:00.000+02:00,2018-04-30T22:03:00.000+02:00,2.0,100,Garment District,Manhattan,79,East Village,Manhattan,false,2.4,12.0,11.999999999999998,10.5,2.35,22.380952380952383,14.15,4.375,21,2,4,2018,weekday,night,1,1
2,2018-03-04T08:16:00.000+02:00,2018-03-04T08:24:00.000+02:00,1.0,231,TriBeCa/Civic Center,Manhattan,68,East Chelsea,Manhattan,false,2.38,8.0,17.849999999999998,9.5,2.06,21.684210526315788,12.360000000000001,3.991596638655462,8,1,3,2018,weekend,morning_rush,1,1
2,2018-07-18T23:23:00.000+02:00,2018-07-18T23:36:00.000+02:00,2.0,65,Downtown Brooklyn/MetroTech,Brooklyn,113,Greenwich Village North,Manhattan,true,3.66,13.0,16.892307692307693,13.0,0.0,0.0,14.3,3.551912568306011,23,4,7,2018,weekday,night,2,1
2,2018-09-29T21:50:00.000+02:00,2018-09-29T22:01:00.000+02:00,1.0,209,Seaport,Manhattan,79,East Village,Manhattan,false,2.89,11.0,15.763636363636365,12.0,2.66,22.166666666666668,15.96,4.1522491349480966,21,7,9,2018,weekend,night,1,1
1,2018-04-03T16:08:00.000+02:00,2018-04-03T16:22:00.000+02:00,1.0,236,Upper East Side North,Manhattan,162,Midtown East,Manhattan,false,2.1,14.0,9.0,11.0,2.55,23.18181818181818,15.350000000000001,5.238095238095238,16,3,4,2018,weekday,evening_rush,1,1
2,2018-09-08T14:32:00.000+02:00,2018-09-08T14:43:00.000+02:00,3.0,151,Manhattan Valley,Manhattan,43,Central Park,Manhattan,false,1.48,11.0,8.072727272727274,9.0,0.0,0.0,9.8,6.081081081081082,14,7,9,2018,weekend,midday,2,1
2,2018-03-08T17:59:00.000+02:00,2018-03-08T18:03:00.000+02:00,1.0,234,Union Sq,Manhattan,137,Kips Bay,Manhattan,false,0.36,4.0,5.3999999999999995,4.5,1.26,28.000000000000004,7.56,12.5,17,5,3,2018,weekday,evening_rush,1,1
2,2018-09-17T07:59:00.000+02:00,2018-09-17T08:07:00.000+02:00,1.0,186,Penn Station/Madison Sq West,Manhattan,234,Union Sq,Manhattan,false,0.88,8.0,6.6000000000000005,7.0,0.0,0.0,7.8,7.954545454545454,7,2,9,2018,weekday,morning_rush,2,1
2,2018-11-07T18:52:00.000+02:00,2018-11-07T19:12:00.000+02:00,1.0,163,Midtown North,Manhattan,107,Gramercy,Manhattan,false,2.23,20.0,6.69,14.0,3.16,22.571428571428573,18.96,6.278026905829597,18,4,11,2018,weekday,evening_rush,1,1
2,2018-03-07T22:45:00.000+02:00,2018-03-07T23:08:00.000+02:00,2.0,138,LaGuardia Airport,Queens,37,Bushwick South,Brooklyn,true,12.1,23.0,31.565217391304344,34.5,7.16,20.753623188405797,42.959999999999994,2.8512396694214877,22,4,3,2018,weekday,night,1,1
1,2018-03-26T21:34:00.000+02:00,2018-03-26T21:52:00.000+02:00,1.0,4,Alphabet City,Manhattan,236,Upper East Side North,Manhattan,false,4.9,18.0,16.333333333333336,17.0,3.65,21.470588235294116,21.95,3.4693877551020407,21,2,3,2018,weekday,night,1,1
2,2018-09-04T16:53:00.000+02:00,2018-09-04T16:59:00.000+02:00,1.0,140,Lenox Hill East,Manhattan,229,Sutton Place/Turtle Bay North,Manhattan,false,0.84,6.0,8.399999999999999,5.5,2.19,39.81818181818182,9.49,6.5476190476190474,16,3,9,2018,weekday,evening_rush,1,1
1,2018-03-13T00:28:00.000+02:00,2018-03-13T00:59:00.000+02:00,1.0,249,West Village,Manhattan,129,Jackson Heights,Queens,true,8.8,31.0,17.032258064516128,29.5,5.0,16.94915254237288,35.8,3.352272727272727,0,3,3,2018,weekday,night,1,1
1,2018-10-27T19:43:00.000+02:00,2018-10-27T19:54:00.000+02:00,1.0,68,East Chelsea,Manhattan,186,Penn Station/Madison Sq West,Manhattan,false,0.5,11.0,2.7272727272727275,8.0,0.0,0.0,8.8,16.0,19,7,10,2018,weekend,evening_rush,2,1
1,2018-03-25T12:38:00.000+02:00,2018-03-25T12:44:00.000+02:00,1.0,234,Union Sq,Manhattan,79,East Village,Manhattan,false,0.8,6.0,8.0,6.0,1.22,20.333333333333332,8.02,7.5,12,1,3,2018,weekend,midday,1,1
2,2018-11-09T22:40:00.000+02:00,2018-11-09T22:49:00.000+02:00,1.0,244,Washington Heights South,Manhattan,116,Hamilton Heights,Manhattan,false,1.24,9.0,8.266666666666667,7.5,1.76,23.466666666666665,10.56,6.048387096774194,22,6,11,2018,weekday,night,1,1
2,2018-10-14T19:47:00.000+02:00,2018-10-14T20:11:00.000+02:00,1.0,113,Greenwich Village North,Manhattan,262,Yorkville East,Manhattan,false,6.26,24.0,15.649999999999999,21.5,2.0,9.30232558139535,24.3,3.4345047923322687,19,1,10,2018,weekend,evening_rush,1,1
2,2018-01-28T19:29:00.000+02:00,2018-01-28T19:33:00.000+02:00,1.0,142,Lincoln Square East,Manhattan,143,Lincoln Square West,Manhattan,false,0.63,4.0,9.450000000000001,4.5,1.06,23.555555555555557,6.36,7.142857142857143,19,1,1,2018,weekend,evening_rush,1,1
1,2018-04-24T20:26:00.000+02:00,2018-04-24T20:30:00.000+02:00,1.0,48,Clinton East,Manhattan,186,Penn Station/Madison Sq West,Manhattan,false,1.1,4.0,16.5,5.5,1.35,24.545454545454547,8.15,5.0,20,3,4,2018,weekday,night,1,1
1,2018-03-24T03:17:00.000+02:00,2018-03-24T03:24:00.000+02:00,1.0,244,Washington Heights South,Manhattan,166,Morningside Heights,Manhattan,false,2.1,7.0,18.0,8.5,0.0,0.0,9.8,4.0476190476190474,3,7,3,2018,weekend,night,2,1
1,2018-10-22T15:32:00.000+02:00,2018-10-22T15:37:00.000+02:00,2.0,239,Upper West Side South,Manhattan,238,Upper West Side North,Manhattan,false,0.8,5.0,9.600000000000001,5.5,1.0,18.181818181818183,7.3,6.875,15,2,10,2018,weekday,midday,1,1
1,2018-04-01T11:02:00.000+02:00,2018-04-01T11:08:00.000+02:00,1.0,50,Clinton West,Manhattan,48,Clinton East,Manhattan,false,0.9,6.0,9.0,6.0,0.0,0.0,6.8,6.666666666666666,11,1,4,2018,weekend,midday,2,1
2,2018-03-13T12:32:00.000+02:00,2018-03-13T12:41:00.000+02:00,1.0,249,West Village,Manhattan,234,Union Sq,Manhattan,false,1.08,9.0,7.200000000000001,7.0,1.7,24.285714285714285,9.5,6.481481481481481,12,3,3,2018,weekday,midday,1,1
1,2018-06-20T13:17:00.000+02:00,2018-06-20T14:15:00.000+02:00,2.0,132,JFK Airport,Queens,144,Little Italy/NoLiTa,Manhattan,true,18.8,58.0,19.448275862068964,52.0,0.0,0.0,58.059999999999995,2.7659574468085104,13,4,6,2018,weekday,midday,2,2
2,2018-01-21T15:53:00.000+02:00,2018-01-21T16:14:00.000+02:00,1.0,237,Upper East Side South,Manhattan,211,SoHo,Manhattan,false,5.9,21.0,16.857142857142858,20.5,4.26,20.78048780487805,25.56,3.4745762711864403,15,1,1,2018,weekend,midday,1,1
1,2018-02-20T18:52:00.000+02:00,2018-02-20T19:05:00.000+02:00,3.0,265,,,1,Newark Airport,EWR,false,7.0,13.0,32.30769230769231,79.0,5.0,6.329113924050633,102.8,11.285714285714286,18,3,2,2018,weekday,evening_rush,1,5
1,2018-03-13T07:43:00.000+02:00,2018-03-13T08:01:00.000+02:00,1.0,140,Lenox Hill East,Manhattan,41,Central Harlem,Manhattan,false,3.2,18.0,10.666666666666668,13.5,1.0,7.4074074074074066,15.3,4.21875,7,3,3,2018,weekday,morning_rush,1,1
1,2018-08-03T08:08:00.000+02:00,2018-08-03T08:16:00.000+02:00,1.0,140,Lenox Hill East,Manhattan,237,Upper East Side South,Manhattan,false,1.3,8.0,9.75,7.5,1.25,16.666666666666664,9.55,5.769230769230769,8,6,8,2018,weekday,morning_rush,1,1
2,2018-05-06T02:59:00.000+02:00,2018-05-06T03:26:00.000+02:00,6.0,7,Astoria,Queens,17,Bedford,Brooklyn,true,10.78,27.0,23.955555555555552,32.5,6.76,20.8,40.559999999999995,3.0148423005565865,2,1,5,2018,weekend,night,1,1
2,2018-05-10T17:01:00.000+02:00,2018-05-10T17:20:00.000+02:00,1.0,237,Upper East Side South,Manhattan,234,Union Sq,Manhattan,false,2.56,19.0,8.08421052631579,13.5,3.06,22.666666666666668,18.36,5.2734375,17,5,5,2018,weekday,evening_rush,1,1
2,2018-02-24T18:45:00.000+02:00,2018-02-24T18:51:00.000+02:00,1.0,141,Lenox Hill West,Manhattan,236,Upper East Side North,Manhattan,false,1.3,6.0,13.0,6.0,1.0,16.666666666666664,7.8,4.615384615384615,18,7,2,2018,weekend,evening_rush,1,1
1,2018-10-05T11:40:00.000+02:00,2018-10-05T11:45:00.000+02:00,1.0,161,Midtown Center,Manhattan,163,Midtown North,Manhattan,false,0.6,5.0,7.2,5.0,1.15,23.0,6.95,8.333333333333334,11,6,10,2018,weekday,midday,1,1
2,2018-05-01T14:58:00.000+02:00,2018-05-01T15:09:00.000+02:00,1.0,246,West Chelsea/Hudson Yards,Manhattan,100,Garment District,Manhattan,false,1.1,11.0,6.000000000000001,8.5,1.86,21.88235294117647,11.16,7.727272727272727,14,3,5,2018,weekday,midday,1,1
2,2018-06-21T18:57:00.000+02:00,2018-06-21T19:27:00.000+02:00,1.0,162,Midtown East,Manhattan,231,TriBeCa/Civic Center,Manhattan,false,3.52,30.0,7.04,19.5,0.0,0.0,21.3,5.5397727272727275,18,5,6,2018,weekday,evening_rush,1,1
2,2018-04-18T07:27:00.000+02:00,2018-04-18T07:33:00.000+02:00,1.0,140,Lenox Hill East,Manhattan,237,Upper East Side South,Manhattan,false,0.87,6.0,8.7,5.5,1.26,22.90909090909091,7.56,6.32183908045977,7,4,4,2018,weekday,morning_rush,1,1
2,2018-04-27T22:40:00.000+02:00,2018-04-27T22:51:00.000+02:00,2.0,106,Gowanus,Brooklyn,33,Brooklyn Heights,Brooklyn,false,2.19,11.0,11.945454545454545,9.5,1.62,17.05263157894737,12.420000000000002,4.337899543378995,22,6,4,2018,weekday,night,1,1
1,2018-05-31T09:51:00.000+02:00,2018-05-31T09:58:00.000+02:00,3.0,170,Murray Hill,Manhattan,162,Midtown East,Manhattan,false,0.6,7.0,5.142857142857142,6.0,1.35,22.5,8.15,10.0,9,5,5,2018,weekday,morning_rush,1,1
2,2018-03-09T14:49:00.000+02:00,2018-03-09T15:02:00.000+02:00,1.0,233,UN/Turtle Bay South,Manhattan,236,Upper East Side North,Manhattan,false,2.24,13.0,10.338461538461539,11.0,0.0,0.0,11.8,4.910714285714286,14,6,3,2018,weekday,midday,2,1
1,2018-03-06T05:10:00.000+02:00,2018-03-06T05:19:00.000+02:00,2.0,48,Clinton East,Manhattan,234,Union Sq,Manhattan,false,2.2,9.0,14.666666666666668,9.5,2.7,28.421052631578945,13.5,4.3181818181818175,5,3,3,2018,weekday,night,1,1
2,2018-02-04T00:08:00.000+02:00,2018-02-04T00:25:00.000+02:00,1.0,239,Upper West Side South,Manhattan,246,West Chelsea/Hudson Yards,Manhattan,false,3.3,17.0,11.647058823529411,14.5,3.16,21.793103448275865,18.96,4.3939393939393945,0,1,2,2018,weekend,night,1,1
1,2018-10-15T19:49:00.000+02:00,2018-10-15T19:54:00.000+02:00,1.0,263,Yorkville West,Manhattan,236,Upper East Side North,Manhattan,false,0.9,5.0,10.8,5.5,1.8,32.72727272727273,9.100000000000001,6.111111111111111,19,2,10,2018,weekday,evening_rush,1,1
2,2018-10-27T20:46:00.000+02:00,2018-10-27T21:23:00.000+02:00,1.0,90,Flatiron,Manhattan,255,Williamsburg (North Side),Brooklyn,true,4.56,37.0,7.394594594594594,24.0,0.0,0.0,25.3,5.2631578947368425,20,7,10,2018,weekend,night,2,1
2,2018-10-02T17:10:00.000+02:00,2018-10-02T17:20:00.000+02:00,5.0,43,Central Park,Manhattan,143,Lincoln Square West,Manhattan,false,1.5,10.0,9.0,8.5,2.06,24.23529411764706,12.360000000000001,5.666666666666667,17,3,10,2018,weekday,evening_rush,1,1
2,2018-05-03T09:58:00.000+02:00,2018-05-04T09:46:00.000+02:00,3.0,186,Penn Station/Madison Sq West,Manhattan,230,Times Sq/Theatre District,Manhattan,false,1.42,1428.0,0.059663865546218484,17.5,0.0,0.0,18.3,12.323943661971832,9,5,5,2018,weekday,morning_rush,2,1
2,2018-01-13T12:05:00.000+02:00,2018-01-13T12:21:00.000+02:00,1.0,264,,,264,,,false,2.26,16.0,8.475,12.0,1.92,16.0,14.72,5.3097345132743365,12,7,1,2018,weekend,midday,1,1
2,2018-05-29T07:02:00.000+02:00,2018-05-29T07:07:00.000+02:00,1.0,163,Midtown North,Manhattan,143,Lincoln Square West,Manhattan,false,0.87,5.0,10.440000000000001,5.5,0.0,0.0,6.3,6.32183908045977,7,3,5,2018,weekday,morning_rush,2,1
1,2018-11-17T00:52:00.000+02:00,2018-11-17T01:04:00.000+02:00,3.0,158,Meatpacking/West Village West,Manhattan,186,Penn Station/Madison Sq West,Manhattan,false,2.0,12.0,10.0,10.5,0.0,0.0,11.8,5.25,0,7,11,2018,weekend,night,2,1
2,2018-04-13T22:29:00.000+02:00,2018-04-13T22:46:00.000+02:00,1.0,170,Murray Hill,Manhattan,148,Lower East Side,Manhattan,false,2.11,17.0,7.447058823529412,12.0,0.0,0.0,13.3,5.687203791469194,22,6,4,2018,weekday,night,2,1
2,2018-09-29T21:00:00.000+02:00,2018-09-29T21:14:00.000+02:00,2.0,43,Central Park,Manhattan,100,Garment District,Manhattan,false,1.78,14.0,7.628571428571429,10.5,1.0,9.523809523809524,12.8,5.8988764044943816,21,7,9,2018,weekend,night,1,1
1,2018-04-19T19:43:00.000+02:00,2018-04-19T19:58:00.000+02:00,2.0,142,Lincoln Square East,Manhattan,186,Penn Station/Madison Sq West,Manhattan,false,2.1,15.0,8.4,11.0,0.0,0.0,12.8,5.238095238095238,19,5,4,2018,weekday,evening_rush,2,1
1,2018-08-26T17:17:00.000+02:00,2018-08-26T18:14:00.000+02:00,2.0,13,Battery Park City,Manhattan,132,JFK Airport,Queens,true,19.7,57.0,20.736842105263158,52.0,5.0,9.615384615384617,57.8,2.6395939086294415,17,1,8,2018,weekend,evening_rush,1,2
2,2018-05-19T21:14:00.000+02:00,2018-05-19T21:19:00.000+02:00,3.0,107,Gramercy,Manhattan,233,UN/Turtle Bay South,Manhattan,false,1.38,5.0,16.56,6.5,1.56,24.000000000000004,9.360000000000001,4.710144927536232,21,7,5,2018,weekend,night,1,1
