vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_location_id,pickup_zone_name,pickup_borough,dropoff_location_id,dropoff_zone_name,dropoff_borough,is_inter_borough,trip_distance,trip_duration_mins,avg_speed_mph,fare_amount,tip_amount,tip_percentage,total_cost,cost_per_mile,pickup_hour,pickup_day,pickup_month,pickup_year,day_type,time_of_day,payment_type,rate_code
1,2018-06-03T06:29:00.000+02:00,2018-06-03T07:07:00.000+02:00,1.0,239,Upper West Side South,Manhattan,173,North Corona,Queens,true,9.6,38.0,15.157894736842106,33.5,0.0,0.0,34.3,3.4895833333333335,6,1,6,2018,weekend,morning_rush,2,1
1,2018-06-16T17:27:00.000+02:00,2018-06-16T17:37:00.000+02:00,1.0,230,Times Sq/Theatre District,Manhattan,162,Midtown East,Manhattan,false,1.2,10.0,7.2,8.0,0.0,0.0,8.8,6.666666666666667,17,7,6,2018,weekend,evening_rush,2,1
1,2018-04-02T14:50:00.000+02:00,2018-04-02T15:00:00.000+02:00,1.0,170,Murray Hill,Manhattan,48,Clinton East,Manhattan,false,1.7,10.0,10.200000000000001,9.0,0.0,0.0,9.8,5.294117647058823,14,2,4,2018,weekday,midday,2,1
2,2018-08-10T21:24:00.000+02:00,2018-08-10T21:31:00.000+02:00,1.0,170,Murray Hill,Manhattan,79,East Village,Manhattan,false,1.43,7.0,12.257142857142856,7.0,1.66,23.71428571428571,9.96,4.895104895104895,21,6,8,2018,weekday,night,1,1
1,2018-05-12T19:33:00.000+02:00,2018-05-12T19:49:00.000+02:00,1.0,163,Midtown North,Manhattan,238,Upper West Side North,Manhattan,false,2.5,16.0,9.375,12.0,0.0,0.0,12.8,4.8,19,7,5,2018,weekend,evening_rush,2,1
1,2018-04-26T13:19:00.000+02:00,2018-04-26T13:53:00.000+02:00,1.0,158,Meatpacking/West Village West,Manhattan,140,Lenox Hill East,Manhattan,false,9.0,34.0,15.882352941176471,29.5,7.55,25.593220338983052,37.849999999999994,3.2777777777777777,13,5,4,2018,weekday,midday,1,1
2,2018-02-08T21:52:00.000+02:00,2018-02-08T22:34:00.000+02:00,1.0,162,Midtown East,Manhattan,26,Borough Park,Brooklyn,true,12.3,42.0,17.571428571428573,39.0,5.0,12.82051282051282,45.3,3.170731707317073,21,5,2,2018,weekday,night,1,1
1,2018-05-09T11:27:00.000+02:00,2018-05-09T11:45:00.000+02:00,2.0,161,Midtown Center,Manhattan,43,Central Park,Manhattan,false,1.0,18.0,3.3333333333333335,11.0,0.0,0.0,11.8,11.0,11,4,5,2018,weekday,midday,2,1
1,2018-10-06T11:59:00.000+02:00,2018-10-06T12:01:00.000+02:00,1.0,48,Clinton East,Manhattan,142,Lincoln Square East,Manhattan,false,0.6,2.0,18.0,4.0,1.0,25.0,5.8,6.666666666666667,11,7,10,2018,weekend,midday,1,1
2,2018-04-12T21:42:00.000+02:00,2018-04-12T22:11:00.000+02:00,1.0,138,LaGuardia Airport,Queens,230,Times Sq/Theatre District,Manhattan,true,11.82,29.0,24.455172413793104,35.5,0.0,0.0,42.559999999999995,3.003384094754653,21,5,4,2018,weekday,night,2,1
1,2018-06-02T18:06:00.000+02:00,2018-06-02T18:20:00.000+02:00,1.0,141,Lenox Hill West,Manhattan,143,Lincoln Square West,Manhattan,false,2.1,14.0,9.0,10.5,0.0,0.0,11.3,5.0,18,7,6,2018,weekend,evening_rush,1,1
2,2018-03-26T08:38:00.000+02:00,2018-03-26T08:56:00.000+02:00,1.0,113,Greenwich Village North,Manhattan,161,Midtown Center,Manhattan,false,2.56,18.0,8.533333333333333,13.0,2.76,21.230769230769226,16.56,5.078125,8,2,3,2018,weekday,morning_rush,1,1
2,2018-08-21T10:45:00.000+02:00,2018-08-21T10:58:00.000+02:00,1.0,236,Upper East Side North,Manhattan,163,Midtown North,Manhattan,false,1.93,13.0,8.907692307692306,10.0,1.62,16.2,12.420000000000002,5.181347150259067,10,3,8,2018,weekday,midday,1,1
2,2018-12-06T07:21:00.000+02:00,2018-12-06T07:23:00.000+02:00,2.0,74,East Harlem North,Manhattan,75,East Harlem South,Manhattan,false,0.53,2.0,15.9,4.0,0.96,24.0,5.76,7.547169811320754,7,5,12,2018,weekday,morning_rush,1,1
2,2018-03-19T15:37:00.000+02:00,2018-03-19T15:54:00.000+02:00,2.0,234,Union Sq,Manhattan,231,TriBeCa/Civic Center,Manhattan,false,2.29,17.0,8.08235294117647,12.5,2.66,21.28,15.96,5.458515283842795,15,2,3,2018,weekday,midday,1,1
1,2018-08-10T21:17:00.000+02:00,2018-08-10T21:33:00.000+02:00,1.0,107,Gramercy,Manhattan,68,East Chelsea,Manhattan,false,1.8,16.0,6.75,11.5,2.0,17.391304347826086,14.8,6.388888888888888,21,6,8,2018,weekday,night,1,1
1,2018-12-13T17:54:00.000+02:00,2018-12-13T18:30:00.000+02:00,1.0,237,Upper East Side South,Manhattan,164,Midtown South,Manhattan,false,2.0,36.0,3.3333333333333335,21.0,4.55,21.666666666666664,27.35,10.5,17,5,12,2018,weekday,evening_rush,1,1
2,2018-04-26T22:12:00.000+02:00,2018-04-26T22:25:00.000+02:00,1.0,143,Lincoln Square West,Manhattan,238,Upper West Side North,Manhattan,false,1.94,13.0,8.953846153846154,10.5,1.42,13.523809523809524,13.22,5.412371134020619,22,5,4,2018,weekday,night,1,1
2,2018-04-22T16:40:00.000+02:00,2018-04-22T17:32:00.000+02:00,1.0,68,East Chelsea,Manhattan,132,JFK Airport,Queens,true,17.41,52.0,20.088461538461537,52.0,11.71,22.519230769230774,70.27000000000001,2.986789201608271,16,1,4,2018,weekend,evening_rush,1,2
1,2018-09-07T23:20:00.000+02:00,2018-09-07T23:26:00.000+02:00,2.0,79,East Village,Manhattan,107,Gramercy,Manhattan,false,1.0,6.0,10.0,6.0,1.45,24.166666666666668,8.75,6.0,23,6,9,2018,weekday,night,1,1
1,2018-03-28T18:35:00.000+02:00,2018-03-28T18:49:00.000+02:00,1.0,13,Battery Park City,Manhattan,211,SoHo,Manhattan,false,1.6,14.0,6.857142857142858,10.5,1.5,14.285714285714285,13.8,6.5625,18,4,3,2018,weekday,evening_rush,1,1
2,2018-09-23T13:47:00.000+02:00,2018-09-23T14:01:00.000+02:00,2.0,90,Flatiron,Manhattan,114,Greenwich Village South,Manhattan,false,1.96,14.0,8.4,10.5,3.39,32.285714285714285,14.690000000000001,5.357142857142858,13,1,9,2018,weekend,midday,1,1
2,2018-01-05T06:30:00.000+02:00,2018-01-05T06:52:00.000+02:00,6.0,43,Central Park,Manhattan,41,Central Harlem,Manhattan,false,3.87,22.0,10.554545454545456,16.5,0.0,0.0,17.3,4.263565891472868,6,6,1,2018,weekday,morning_rush,2,1
2,2018-07-28T13:53:00.000+02:00,2018-07-28T14:24:00.000+02:00,3.0,228,Sunset Park West,Brooklyn,190,Prospect Park,Brooklyn,false,4.92,31.0,9.52258064516129,23.0,0.0,0.0,23.8,4.67479674796748,13,7,7,2018,weekend,midday,1,1
2,2018-02-26T23:42:00.000+02:00,2018-02-26T23:47:00.000+02:00,1.0,230,Times Sq/Theatre District,Manhattan,142,Lincoln Square East,Manhattan,false,1.05,5.0,12.600000000000001,6.0,1.46,24.333333333333332,8.760000000000002,5.714285714285714,23,2,2,2018,weekday,night,1,1
1,2018-06-02T19:45:00.000+02:00,2018-06-02T20:01:00.000+02:00,3.0,142,Lincoln Square East,Manhattan,116,Hamilton Heights,Manhattan,false,5.6,16.0,21.0,18.5,0.0,0.0,19.3,3.303571428571429,19,7,6,2018,weekend,evening_rush,1,1
2,2018-03-09T19:34:00.000+02:00,2018-03-09T19:48:00.000+02:00,1.0,170,Murray Hill,Manhattan,263,Yorkville West,Manhattan,false,2.44,14.0,10.457142857142857,11.5,2.66,23.130434782608695,15.96,4.713114754098361,19,6,3,2018,weekday,evening_rush,1,1
2,2018-01-07T17:37:00.000+02:00,2018-01-07T17:49:00.000+02:00,1.0,161,Midtown Center,Manhattan,230,Times Sq/Theatre District,Manhattan,false,0.69,12.0,3.4499999999999997,8.5,1.86,21.88235294117647,11.16,12.318840579710146,17,1,1,2018,weekend,evening_rush,1,1
2,2018-06-13T00:16:00.000+02:00,2018-06-13T00:22:00.000+02:00,3.0,161,Midtown Center,Manhattan,233,UN/Turtle Bay South,Manhattan,false,0.79,6.0,7.9,6.5,0.0,0.0,7.8,8.227848101265822,0,4,6,2018,weekday,night,1,1
2,2018-03-11T18:31:00.000+02:00,2018-03-11T18:52:00.000+02:00,1.0,137,Kips Bay,Manhattan,263,Yorkville West,Manhattan,false,3.33,21.0,9.514285714285714,16.0,3.36,21.0,20.16,4.804804804804805,18,1,3,2018,weekend,evening_rush,1,1
1,2018-12-19T08:37:00.000+02:00,2018-12-19T08:40:00.000+02:00,1.0,231,TriBeCa/Civic Center,Manhattan,231,TriBeCa/Civic Center,Manhattan,false,0.4,3.0,8.0,4.0,0.95,23.75,5.75,10.0,8,4,12,2018,weekday,morning_rush,1,1
1,2018-12-11T23:27:00.000+02:00,2018-12-11T23:35:00.000+02:00,1.0,107,Gramercy,Manhattan,148,Lower East Side,Manhattan,false,1.6,8.0,12.0,8.0,1.0,12.5,10.3,5.0,23,3,12,2018,weekday,night,1,1
1,2018-09-10T20:45:00.000+02:00,2018-09-10T20:51:00.000+02:00,1.0,113,Greenwich Village North,Manhattan,79,East Village,Manhattan,false,1.1,6.0,11.0,6.5,0.0,0.0,7.8,5.909090909090908,20,2,9,2018,weekday,night,2,1
2,2018-10-27T13:38:00.000+02:00,2018-10-27T13:49:00.000+02:00,1.0,226,Sunnyside,Queens,233,UN/Turtle Bay South,Manhattan,true,3.29,11.0,17.945454545454545,12.0,0.0,0.0,12.8,3.6474164133738602,13,7,10,2018,weekend,midday,2,1
1,2018-03-06T02:29:00.000+02:00,2018-03-06T02:35:00.000+02:00,1.0,236,Upper East Side North,Manhattan,74,East Harlem North,Manhattan,false,1.7,6.0,17.0,8.0,1.85,23.125,11.15,4.705882352941177,2,3,3,2018,weekday,night,1,1
2,2018-04-27T13:17:00.000+02:00,2018-04-27T13:59:00.000+02:00,1.0,132,JFK Airport,Queens,85,Erasmus,Brooklyn,true,12.97,42.0,18.528571428571432,40.0,0.0,0.0,40.8,3.0840400925212026,13,6,4,2018,weekday,midday,2,1
2,2018-02-20T20:18:00.000+02:00,2018-02-20T20:37:00.000+02:00,1.0,246,West Chelsea/Hudson Yards,Manhattan,209,Seaport,Manhattan,false,3.97,19.0,12.536842105263158,16.5,1.0,6.0606060606060606,18.8,4.156171284634761,20,3,2,2018,weekday,night,1,1
2,2018-05-05T08:48:00.000+02:00,2018-05-05T08:53:00.000+02:00,1.0,236,Upper East Side North,Manhattan,75,East Harlem South,Manhattan,false,0.95,5.0,11.4,5.5,0.0,0.0,6.3,5.7894736842105265,8,7,5,2018,weekend,morning_rush,2,1
2,2018-03-15T09:53:00.000+02:00,2018-03-15T10:11:00.000+02:00,4.0,237,Upper East Side South,Manhattan,151,Manhattan Valley,Manhattan,false,3.29,18.0,10.966666666666667,14.5,2.7,18.620689655172416,18.0,4.407294832826747,9,5,3,2018,weekday,morning_rush,1,1
2,2018-01-09T11:55:00.000+02:00,2018-01-09T12:11:00.000+02:00,1.0,90,Flatiron,Manhattan,68,East Chelsea,Manhattan,false,1.23,16.0,4.6125,10.0,2.16,21.6,12.96,8.130081300813009,11,3,1,2018,weekday,midday,1,1
2,2018-03-22T20:01:00.000+02:00,2018-03-22T20:29:00.000+02:00,1.0,162,Midtown East,Manhattan,14,Bay Ridge,Brooklyn,true,12.14,28.0,26.014285714285716,35.5,8.51,23.971830985915492,51.06999999999999,2.9242174629324547,20,5,3,2018,weekday,night,1,1
2,2018-08-04T23:02:00.000+02:00,2018-08-04T23:11:00.000+02:00,3.0,142,Lincoln Square East,Manhattan,48,Clinton East,Manhattan,false,1.22,9.0,8.133333333333333,7.5,1.76,23.466666666666665,10.56,6.147540983606557,23,7,8,2018,weekend,night,1,1
1,2018-06-15T16:11:00.000+02:00,2018-06-15T16:16:00.000+02:00,1.0,236,Upper East Side North,Manhattan,237,Upper East Side South,Manhattan,false,0.5,5.0,6.0,4.5,1.0,22.22222222222222,7.3,9.0,16,6,6,2018,weekday,evening_rush,1,1
2,2018-09-08T20:28:00.000+02:00,2018-09-08T20:31:00.000+02:00,6.0,170,Murray Hill,Manhattan,170,Murray Hill,Manhattan,false,0.3,3.0,5.999999999999999,4.0,0.5,12.5,5.8,13.333333333333334,20,7,9,2018,weekend,night,1,1
1,2018-02-28T13:11:00.000+02:00,2018-02-28T13:29:00.000+02:00,1.0,170,Murray Hill,Manhattan,236,Upper East Side North,Manhattan,false,2.4,18.0,8.0,13.0,1.2,9.23076923076923,15.0,5.416666666666667,13,4,2,2018,weekday,midday,1,1
2,2018-02-18T23:53:00.000+02:00,2018-02-18T23:56:00.000+02:00,2.0,140,Lenox Hill East,Manhattan,75,East Harlem South,Manhattan,false,1.41,3.0,28.199999999999996,6.0,0.0,0.0,7.3,4.25531914893617,23,1,2,2018,weekend,night,2,1
1,2018-05-19T09:19:00.000+02:00,2018-05-19T09:23:00.000+02:00,1.0,262,Yorkville East,Manhattan,140,Lenox Hill East,Manhattan,false,1.0,4.0,15.0,5.5,0.0,0.0,6.3,5.5,9,7,5,2018,weekend,morning_rush,2,1
1,2018-03-21T11:42:00.000+02:00,2018-03-21T11:54:00.000+02:00,1.0,211,SoHo,Manhattan,186,Penn Station/Madison Sq West,Manhattan,false,2.0,12.0,10.0,10.0,2.15,21.5,12.950000000000001,5.0,11,4,3,2018,weekday,midday,1,1
1,2018-07-30T18:33:00.000+02:00,2018-07-30T18:42:00.000+02:00,1.0,163,Midtown North,Manhattan,236,Upper East Side North,Manhattan,false,1.5,9.0,10.0,8.0,1.95,24.375,11.75,5.333333333333333,18,2,7,2018,weekday,evening_rush,1,1
1,2018-09-20T05:39:00.000+02:00,2018-09-20T05:43:00.000+02:00,1.0,239,Upper West Side South,Manhattan,142,Lincoln Square East,Manhattan,false,0.4,4.0,6.0,4.5,1.45,32.22222222222222,7.25,11.25,5,5,9,2018,weekday,night,1,1
2,2018-04-23T09:32:00.000+02:00,2018-04-23T09:39:00.000+02:00,1.0,48,Clinton East,Manhattan,68,East Chelsea,Manhattan,false,0.52,7.0,4.457142857142857,6.0,0.0,0.0,6.8,11.538461538461538,9,2,4,2018,weekday,morning_rush,2,1
1,2018-06-06T15:55:00.000+02:00,2018-06-06T16:27:00.000+02:00,2.0,90,Flatiron,Manhattan,236,Upper East Side North,Manhattan,false,3.5,32.0,6.5625,20.5,5.55,27.073170731707318,27.85,5.857142857142857,15,4,6,2018,weekday,midday,1,1
2,2018-09-12T15:34:00.000+02:00,2018-09-12T15:47:00.000+02:00,1.0,48,Clinton East,Manhattan,143,Lincoln Square West,Manhattan,false,2.24,13.0,10.338461538461539,10.5,0.0,0.0,11.3,4.687499999999999,15,4,9,2018,weekday,midday,1,1
2,2018-10-08T07:07:00.000+02:00,2018-10-08T07:39:00.000+02:00,1.0,138,LaGuardia Airport,Queens,163,Midtown North,Manhattan,true,10.29,32.0,19.29375,33.5,8.01,23.91044776119403,48.06999999999999,3.2555879494655007,7,2,10,2018,weekday,morning_rush,1,1
1,2018-11-12T19:20:00.000+02:00,2018-11-12T19:23:00.000+02:00,1.0,50,Clinton West,Manhattan,143,Lincoln Square West,Manhattan,false,0.9,3.0,18.0,4.5,1.25,27.77777777777778,7.55,5.0,19,2,11,2018,weekday,evening_rush,1,1
2,2018-04-19T21:32:00.000+02:00,2018-04-19T21:50:00.000+02:00,1.0,230,Times Sq/Theatre District,Manhattan,141,Lenox Hill West,Manhattan,false,1.74,18.0,5.8,11.5,0.0,0.0,12.8,6.609195402298851,21,5,4,2018,weekday,night,2,1
2,2018-03-28T10:29:00.000+02:00,2018-03-28T10:37:00.000+02:00,2.0,179,Old Astoria,Queens,146,Long Island City/Queens Plaza,Queens,false,1.43,8.0,10.725,8.0,1.76,22.0,10.56,5.594405594405595,10,4,3,2018,weekday,midday,1,1
2,2018-12-15T05:51:00.000+02:00,2018-12-15T05:56:00.000+02:00,1.0,262,Yorkville East,Manhattan,236,Upper East Side North,Manhattan,false,0.72,5.0,8.64,5.5,1.36,24.727272727272727,8.16,7.638888888888889,5,7,12,2018,weekend,night,1,1
2,2018-02-04T14:48:00.000+02:00,2018-02-04T15:45:00.000+02:00,2.0,132,JFK Airport,Queens,158,Meatpacking/West Village West,Manhattan,true,18.93,57.0,19.926315789473684,52.0,11.71,22.519230769230774,70.27000000000001,2.7469624933967247,14,1,2,2018,weekend,midday,1,2
2,2018-02-28T10:11:00.000+02:00,2018-02-28T10:56:00.000+02:00,6.0,138,LaGuardia Airport,Queens,163,Midtown North,Manhattan,true,11.45,45.0,15.266666666666666,38.0,8.91,23.44736842105263,53.46999999999999,3.3187772925764194,10,4,2,2018,weekday,midday,1,1
2,2018-03-28T14:55:00.000+02:00,2018-03-28T15:28:00.000+02:00,1.0,125,Hudson Sq,Manhattan,265,,,false,14.44,33.0,26.25454545454545,60.0,0.0,0.0,71.3,4.1551246537396125,14,4,3,2018,weekday,midday,2,5
2,2018-11-22T15:13:00.000+02:00,2018-11-22T15:17:00.000+02:00,1.0,137,Kips Bay,Manhattan,224,Stuy Town/Peter Cooper Village,Manhattan,false,0.57,4.0,8.549999999999999,4.5,0.5,11.11111111111111,5.8,7.894736842105264,15,5,11,2018,weekday,midday,1,1
1,2018-07-12T12:21:00.000+02:00,2018-07-12T12:37:00.000+02:00,1.0,164,Midtown South,Manhattan,231,TriBeCa/Civic Center,Manhattan,false,2.7,16.0,10.125,12.5,2.65,21.2,15.950000000000001,4.62962962962963,12,5,7,2018,weekday,midday,1,1
1,2018-06-13T12:01:00.000+02:00,2018-06-13T12:22:00.000+02:00,1.0,237,Upper East Side South,Manhattan,161,Midtown Center,Manhattan,false,1.2,21.0,3.428571428571429,13.0,2.75,21.153846153846153,16.55,10.833333333333334,12,4,6,2018,weekday,midday,1,1
1,2018-09-14T17:26:00.000+02:00,2018-09-14T17:33:00.000+02:00,1.0,107,Gramercy,Manhattan,170,Murray Hill,Manhattan,false,0.9,7.0,7.714285714285714,6.0,1.55,25.833333333333336,9.350000000000001,6.666666666666666,17,6,9,2018,weekday,evening_rush,1,1
1,2018-04-08T03:23:00.000+02:00,2018-04-08T03:31:00.000+02:00,1.0,186,Penn Station/Madison Sq West,Manhattan,233,UN/Turtle Bay South,Manhattan,false,1.8,8.0,13.5,8.0,1.4,17.5,10.700000000000001,4.444444444444445,3,1,4,2018,weekend,night,1,1
2,2018-04-24T21:56:00.000+02:00,2018-04-24T21:59:00.000+02:00,5.0,229,Sutton Place/Turtle Bay North,Manhattan,162,Midtown East,Manhattan,false,0.53,3.0,10.6,4.5,0.0,0.0,5.8,8.49056603773585,21,3,4,2018,weekday,night,2,1
1,2018-08-24T01:04:00.000+02:00,2018-08-24T01:12:00.000+02:00,1.0,158,Meatpacking/West Village West,Manhattan,211,SoHo,Manhattan,false,1.5,8.0,11.25,7.5,0.0,0.0,8.8,5.0,1,6,8,2018,weekday,night,1,1
2,2018-04-12T17:32:00.000+02:00,2018-04-12T17:41:00.000+02:00,5.0,263,Yorkville West,Manhattan,237,Upper East Side South,Manhattan,false,1.43,9.0,9.533333333333333,8.0,0.0,0.0,9.8,5.594405594405595,17,5,4,2018,weekday,evening_rush,2,1
2,2018-02-11T16:56:00.000+02:00,2018-02-11T17:05:00.000+02:00,3.0,238,Upper West Side North,Manhattan,43,Central Park,Manhattan,false,1.33,9.0,8.866666666666667,7.5,0.0,0.0,8.3,5.639097744360902,16,1,2,2018,weekend,evening_rush,2,1
2,2018-05-04T23:21:00.000+02:00,2018-05-04T23:31:00.000+02:00,1.0,142,Lincoln Square East,Manhattan,236,Upper East Side North,Manhattan,false,2.14,10.0,12.840000000000002,9.5,2.16,22.736842105263158,12.96,4.439252336448598,23,6,5,2018,weekday,night,1,1
2,2018-02-11T02:19:00.000+02:00,2018-02-11T02:34:00.000+02:00,6.0,148,Lower East Side,Manhattan,68,East Chelsea,Manhattan,false,2.7,15.0,10.8,12.0,2.66,22.166666666666668,15.96,4.444444444444444,2,1,2,2018,weekend,night,1,1
2,2018-11-16T14:18:00.000+02:00,2018-11-16T14:23:00.000+02:00,2.0,229,Sutton Place/Turtle Bay North,Manhattan,229,Sutton Place/Turtle Bay North,Manhattan,false,0.34,5.0,4.080000000000001,4.5,0.0,0.0,5.3,13.235294117647058,14,6,11,2018,weekday,midday,2,1
2,2018-01-22T08:44:00.000+02:00,2018-01-22T09:04:00.000+02:00,1.0,236,Upper East Side North,Manhattan,161,Midtown Center,Manhattan,false,1.71,20.0,5.13,13.5,2.86,21.185185185185183,17.16,7.894736842105264,8,2,1,2018,weekday,morning_rush,1,1
1,2018-02-23T03:40:00.000+02:00,2018-02-23T03:51:00.000+02:00,2.0,164,Midtown South,Manhattan,145,Long Island City/Hunters Point,Queens,true,3.6,11.0,19.636363636363637,12.5,2.2,17.6,16.0,3.4722222222222223,3,6,2,2018,weekday,night,1,1
2,2018-11-06T22:31:00.000+02:00,2018-11-06T22:37:00.000+02:00,5.0,140,Lenox Hill East,Manhattan,43,Central Park,Manhattan,false,1.23,6.0,12.299999999999999,6.5,0.0,0.0,7.8,5.284552845528455,22,3,11,2018,weekday,night,2,1
2,2018-12-07T03:27:00.000+02:00,2018-12-07T03:33:00.000+02:00,2.0,246,West Chelsea/Hudson Yards,Manhattan,164,Midtown South,Manhattan,false,1.13,6.0,11.299999999999999,6.0,0.0,0.0,7.3,5.3097345132743365,3,6,12,2018,weekday,night,2,1
2,2018-07-17T13:44:00.000+02:00,2018-07-17T14:00:00.000+02:00,1.0,68,East Chelsea,Manhattan,237,Upper East Side South,Manhattan,false,2.3,16.0,8.625,11.5,0.0,0.0,12.3,5.0,13,3,7,2018,weekday,midday,2,1
1,2018-06-17T00:42:00.000+02:00,2018-06-17T00:46:00.000+02:00,1.0,246,West Chelsea/Hudson Yards,Manhattan,90,Flatiron,Manhattan,false,0.6,4.0,9.0,4.5,0.87,19.333333333333332,6.67,7.5,0,1,6,2018,weekend,night,1,1
2,2018-10-30T18:45:00.000+02:00,2018-10-30T18:49:00.000+02:00,1.0,79,East Village,Manhattan,137,Kips Bay,Manhattan,false,0.83,4.0,12.45,5.0,1.36,27.200000000000003,8.16,6.024096385542169,18,3,10,2018,weekday,evening_rush,1,1
1,2018-08-16T20:59:00.000+02:00,2018-08-16T21:00:00.000+02:00,1.0,230,Times Sq/Theatre District,Manhattan,230,Times Sq/Theatre District,Manhattan,false,0.1,1.0,6.0,3.0,0.0,0.0,4.3,30.0,20,5,8,2018,weekday,night,1,1
2,2018-03-20T08:37:00.000+02:00,2018-03-20T08:49:00.000+02:00,1.0,162,Midtown East,Manhattan,107,Gramercy,Manhattan,false,1.29,12.0,6.45,9.0,1.96,21.777777777777775,11.760000000000002,6.976744186046512,8,3,3,2018,weekday,morning_rush,1,1
1,2018-04-07T22:17:00.000+02:00,2018-04-07T22:32:00.000+02:00,1.0,230,Times Sq/Theatre District,Manhattan,249,West Village,Manhattan,false,2.2,15.0,8.8,11.5,1.28,11.130434782608695,14.08,5.227272727272727,22,7,4,2018,weekend,night,1,1
1,2018-11-19T16:45:00.000+02:00,2018-11-19T16:48:00.000+02:00,1.0,152,Manhattanville,Manhattan,166,Morningside Heights,Manhattan,false,0.5,3.0,10.0,4.5,0.0,0.0,6.3,9.0,16,2,11,2018,weekday,evening_rush,2,1
2,2018-09-08T00:33:00.000+02:00,2018-09-08T00:42:00.000+02:00,1.0,68,East Chelsea,Manhattan,230,Times Sq/Theatre District,Manhattan,false,1.84,9.0,12.266666666666667,8.0,2.32,28.999999999999996,11.620000000000001,4.3478260869565215,0,7,9,2018,weekend,night,1,1
2,2018-06-21T11:46:00.000+02:00,2018-06-21T11:53:00.000+02:00,6.0,152,Manhattanville,Manhattan,42,Central Harlem North,Manhattan,false,1.01,7.0,8.657142857142857,6.0,1.7,28.333333333333332,8.5,5.9405940594059405,11,5,6,2018,weekday,midday,1,1
2,2018-08-01T22:14:00.000+02:00,2018-08-01T22:31:00.000+02:00,1.0,43,Central Park,Manhattan,90,Flatiron,Manhattan,false,3.51,17.0,12.388235294117647,14.5,1.0,6.896551724137931,16.8,4.131054131054131,22,4,8,2018,weekday,night,1,1
2,2018-11-05T07:11:00.000+02:00,2018-11-05T07:24:00.000+02:00,1.0,142,Lincoln Square East,Manhattan,186,Penn Station/Madison Sq West,Manhattan,false,2.23,13.0,10.292307692307691,11.0,2.0,18.181818181818183,13.8,4.932735426008969,7,2,11,2018,weekday,morning_rush,1,1
2,2018-03-18T17:48:00.000+02:00,2018-03-18T17:56:00.000+02:00,1.0,234,Union Sq,Manhattan,164,Midtown South,Manhattan,false,1.12,8.0,8.4,6.5,1.1,16.923076923076923,8.4,5.803571428571428,17,1,3,2018,weekend,evening_rush,1,1
2,2018-04-08T03:35:00.000+02:00,2018-04-08T03:52:00.000+02:00,2.0,114,Greenwich Village South,Manhattan,50,Clinton West,Manhattan,false,3.77,17.0,13.305882352941177,14.5,3.95,27.241379310344826,19.75,3.8461538461538463,3,1,4,2018,weekend,night,1,1
2,2018-11-16T06:42:00.000+02:00,2018-11-16T06:56:00.000+02:00,2.0,79,East Village,Manhattan,231,TriBeCa/Civic Center,Manhattan,false,5.27,14.0,22.585714285714282,17.5,3.0,17.142857142857142,21.3,3.3206831119544593,6,6,11,2018,weekday,morning_rush,1,1
2,2018-04-11T17:18:00.000+02:00,2018-04-11T17:37:00.000+02:00,1.0,107,Gramercy,Manhattan,87,Financial District North,Manhattan,false,4.09,19.0,12.91578947368421,17.0,0.0,0.0,18.8,4.156479217603912,17,4,4,2018,weekday,evening_rush,2,1
2,2018-03-31T23:18:00.000+02:00,2018-03-31T23:38:00.000+02:00,1.0,230,Times Sq/Theatre District,Manhattan,116,Hamilton Heights,Manhattan,false,6.91,20.0,20.73,23.0,4.86,21.1304347826087,29.16,3.3285094066570187,23,7,3,2018,weekend,night,1,1
2,2018-07-22T09:59:00.000+02:00,2018-07-22T10:03:00.000+02:00,1.0,234,Union Sq,Manhattan,114,Greenwich Village South,Manhattan,false,0.94,4.0,14.1,5.0,1.0,20.0,6.8,5.319148936170213,9,1,7,2018,weekend,morning_rush,1,1
1,2018-03-10T01:37:00.000+02:00,2018-03-10T01:39:00.000+02:00,1.0,264,,,264,,,false,0.3,2.0,9.0,3.5,0.0,0.0,4.8,11.666666666666668,1,7,3,2018,weekend,night,2,1
2,2018-10-12T11:56:00.000+02:00,2018-10-12T12:14:00.000+02:00,1.0,249,West Village,Manhattan,45,Chinatown,Manhattan,false,2.06,18.0,6.866666666666667,12.5,0.0,0.0,13.3,6.067961165048543,11,6,10,2018,weekday,midday,2,1
2,2018-03-23T13:03:00.000+02:00,2018-03-23T13:38:00.000+02:00,2.0,138,LaGuardia Airport,Queens,164,Midtown South,Manhattan,true,11.48,35.0,19.68,37.0,0.0,0.0,43.559999999999995,3.2229965156794425,13,6,3,2018,weekday,midday,2,1
2,2018-05-16T13:33:00.000+02:00,2018-05-16T13:55:00.000+02:00,1.0,137,Kips Bay,Manhattan,161,Midtown Center,Manhattan,false,1.37,22.0,3.7363636363636368,14.0,2.96,21.142857142857142,17.76,10.21897810218978,13,4,5,2018,weekday,midday,1,1
1,2018-01-17T14:13:00.000+02:00,2018-01-17T15:10:00.000+02:00,2.0,162,Midtown East,Manhattan,132,JFK Airport,Queens,true,17.3,57.0,18.210526315789476,52.0,0.0,0.0,52.8,3.005780346820809,14,4,1,2018,weekday,midday,2,2
